Date,CurrentPrice,Implied1DayITM,Implied2DayITM,Implied3DayITM,Implied4DayITM,Implied5DayITM,Implied6DayITM,Implied7DayITM,Implied8DayITM,Implied9DayITM
10/26/2023,412.7399902,-0.741604936,-1.286574003,-1.471401455,-1.317904283,-2.305760348,-1.783382411,-2.036429562,-2.289636678,-1.780945261
10/27/2023,409.394989,-0.91860524,-1.099201962,-1.477309821,-1.419384489,-2.564585505,-0.876116012,-1.957274205,-1.237054387,-0.151321116
10/30/2023,416.105011,0.960839097,1.583331678,2.132944499,2.00708929,2.429299588,2.220993901,2.343767991,1.812195809,2.083762841
10/31/2023,418,0.87452902,1.110304651,1.395065922,1.77026877,1.440434684,1.683102119,1.35305986,1.666451505,2.259405436
11/1/2023,422.9500122,0.729439392,1.075866891,1.259470112,1.509066569,1.642391135,2.048499124,2.065132107,1.817553916,3.734369007
11/2/2023,430.4700012,0.747436485,1.171673301,1.290880158,1.685298509,1.876191666,2.101054486,2.688649295,1.881083122,2.853004758
11/3/2023,435.2850037,0.638546753,0.692115371,0.906262711,0.991710749,1.547987611,1.0720459,0.701798571,1.708856985,1.30950794
11/6/2023,434.8999939,-0.518690478,-0.666783116,-0.60878538,-0.83126503,-0.840904095,-1.377083286,0.009174563,-1.122925781,-0.523410707
11/7/2023,437.5,0.468201855,0.71234891,0.986189332,1.347773304,1.408514093,1.190171111,1.785746423,1.553197439,1.746110555
11/8/2023,437.5700073,0.559420179,0.564300043,0.750948535,1.196995122,1.180709425,0.946779597,1.023005717,1.548887642,1.112330622
11/9/2023,433.5899963,-0.402233559,-0.761907919,-1.092067714,-1.320325744,-1.685722388,-1.409157174,-1.910871199,-2.120340293,-1.368818596
11/10/2023,440.5899963,0.488436257,1.018245264,1.393973342,1.661325243,1.778537241,1.758171312,1.72206729,2.056336609,1.426923421
11/13/2023,440.5499878,0.60131515,0.933320272,0.672275868,1.003251851,1.273951527,1.064084639,0.138131361,0.320278846,2.848675648
11/14/2023,449.5599976,0.500192173,0.929587242,0.848694488,1.117289206,1.028381821,1.112084636,1.806008002,1.91461379,1.05538338
11/15/2023,450.0050049,0.69848578,0.716276399,0.920621979,0.547556218,1.188774215,2.050705755,1.463357556,1.425714326,1.002243784
11/16/2023,449.9710083,-0.122864636,0.00407949,-0.114137447,-0.313050609,-0.015562679,-0.451520913,-1.574602757,-0.816400019,-1.36245094
11/17/2023,450.3649902,0.380209007,0.590669132,0.620191782,0.937121095,0.459153559,-0.151315679,0.452393686,2.006362589,1.209216466
11/20/2023,454.9599915,0.346925873,0.718997697,0.830298114,0.964791237,0.251886149,1.717687626,2.222400875,1.512277417,2.311392394
11/21/2023,453.0750122,0.914342731,0.944723902,0.86550204,1.583408039,1.428905925,2.073488972,1.388032802,0.919964748,1.486155713
11/22/2023,455.1870117,0.417537663,0.727253838,0.836421253,0.901693597,1.550170223,1.433215412,0.845684951,1.362299207,2.386912455
11/24/2023,454.9450073,-0.584828077,-0.7839847,-1.028014671,-0.681852755,-0.472483352,-1.178944175,-1.71891421,-1.692930834,-0.037541501
11/27/2023,455.0799866,0.676186367,1.050310116,1.173678655,1.334422648,1.273486971,1.385718799,1.604585167,2.527403331,1.177985264
11/28/2023,454.5700073,-0.05371923,0.24987964,0.019058713,0.082177835,0.247188663,-0.289019292,0.276221596,-0.646773499,0.144936707
11/29/2023,454.6099854,-0.374742732,-0.703109264,-0.815687868,-0.992586064,-1.301944801,-0.975236066,-1.420548075,-0.552216079,-1.705928831
11/30/2023,455.2600098,0.780174918,1.122854572,1.286368962,1.297524797,2.13720287,0.733136059,1.158229194,1.231577678,1.549167429
12/1/2023,458.9729919,0.156155305,0.361919228,0.413428332,0.932457107,1.040222697,0.996348328,1.61456572,0.871495208,2.260287715
12/4/2023,456.4190063,0.483032798,0.79476524,0.99442588,0.874132144,1.3391321,-0.128716463,0.304431836,0.230054071,0.572750466
12/5/2023,456.2279968,0.404681562,0.684462933,0.961486083,0.951264428,0.829447784,0.725587387,1.027271507,1.11371492,2.003267021
12/6/2023,455.0599976,-0.061140826,-0.344058923,-0.397916914,-0.634581296,-0.716261557,-0.282347192,-1.75739786,-2.376177046,-3.07961552
12/7/2023,458.1600037,0.847408877,1.086976732,1.304056743,1.569412547,0.960184489,2.173963161,2.628848326,2.436708718,1.648369257
12/8/2023,460.5450134,0.582384975,1.098904455,1.361269704,0.748734907,1.495928388,2.235730171,0.547296346,0.290095931,1.572649463
12/11/2023,461.6749878,0.694583671,0.677299745,0.681694826,1.131843756,1.476881204,1.732330569,1.858728642,2.256220524,2.394577949
12/12/2023,463.7600098,0.499164548,0.465813941,0.769076239,1.022719627,0.799061265,1.514040565,1.349030281,1.566432404,1.497180153
12/13/2023,469.75,0.479560293,0.506373693,0.556095732,0.729375348,0.611216908,0.742874227,0.844234559,1.23587174,1.081014352
12/14/2023,471.3500061,-0.136888936,-0.595069363,-0.350123135,0.246244562,0.394997372,0.344517643,1.134960419,0.302811295,0.389332215
12/15/2023,469.0950012,0.155396803,0.246154205,0.069968277,0.034853783,0.229572821,1.594618153,0.25845332,-0.200037564,0.545111876
12/18/2023,472.3999939,0.426789378,0.822570934,0.867427039,1.005089019,1.64202,1.378187378,1.458551525,1.822962222,
12/19/2023,474.3500061,0.503356997,0.958611631,0.99221869,1.178441312,0.969520079,1.567657225,2.196206983,2.385164816,
12/20/2023,469.6700134,-0.257973167,-0.493087854,-0.479143598,-0.696206892,-0.890756887,-1.385803357,-1.256682952,-1.103637727,
12/21/2023,472.118988,0.95478567,1.294817095,1.21323811,1.695720761,2.205206471,2.066549667,0.842641587,3.888481484,3.577835353
12/22/2023,473.2999878,-0.258646795,-0.274505112,-0.415447567,-0.192651291,-0.742663038,-0.602931968,-0.988671236,0.105761491,
12/26/2023,475.9599915,0.181083422,0.494418894,1.00294049,0.343669413,0.943825981,1.284748682,1.624282905,2.435289753,1.830086779
12/27/2023,475.4150085,0.049562926,0.311671575,0.445668884,0.452233182,0.181995748,0.151488333,-1.163145394,0.895255922,0.181453067
12/28/2023,477.3200073,0.591139995,0.669630444,0.55912474,0.859573493,1.272674225,1.798931129,1.5195448,0.710007589,1.502815795
12/29/2023,475.4700012,0.287271225,0.399485782,0.683655984,0.440144006,0.946832115,-0.181190337,-0.556082072,-0.953797303,0.324675847
1/2/2024,470.9599915,-0.567655536,-0.76701994,-0.865057289,-0.704394424,-0.080001873,-1.335014431,-0.971891827,-1.802323937,-2.093797391
1/3/2024,469.1700134,-0.123361147,-0.316942497,-0.295590294,-0.341748487,-0.703622203,-0.544160432,-1.17379994,-0.887259524,-0.983010715
1/4/2024,468.3399963,-0.518730821,-0.759075862,-0.596921199,-1.107269772,-0.794788855,-1.477501121,-0.746205034,-1.3766996,-2.637768304
1/5/2024,467.3559875,-0.298702555,-0.452344517,-0.343747609,-0.44962371,-0.871177291,-0.776191787,-0.995452929,-0.638223828,-0.758193535
1/8/2024,474.1000061,0.475519589,0.853144592,1.2675652,1.585721056,2.018405473,2.158851845,0.946088088,2.397565703,2.919623459
1/9/2024,473.4299927,0.272650166,0.557360008,0.682338854,0.47798075,0.925396926,0.284520681,0.989914996,1.537982697,0.946721599
1/10/2024,475.9500122,0.258143152,0.398547641,0.546373221,0.506193886,0.99328214,1.633197715,0.25862825,0.660703449,0.469149949
1/11/2024,475.9450073,0.181822907,0.246019638,0.391512807,0.702281932,1.036675119,0.856907617,0.792573402,0.350751764,2.175318956
1/12/2024,476.4299927,0.165630117,0.09074129,0.660092381,0.410511823,-0.694005473,1.299471376,0.508986218,-0.654398966,1.096020651
1/16/2024,474.144989,0.119303969,-0.012356358,0.120314412,-0.198760623,-0.278312639,-0.578647904,0.194521635,-0.03312622,-1.638559861
1/17/2024,471.6149902,0.075231296,-0.15362538,-0.204474842,-0.345775294,-0.569014117,-0.239642559,-0.634869927,-1.893547346,-1.219676131
1/18/2024,476.3599854,0.726030391,1.292079554,1.380011453,1.705044879,2.075919401,2.474994312,1.441435143,2.860080982,3.189446116
1/19/2024,481.9700012,0.28407473,0.573152919,0.752880033,1.018777793,1.600055601,1.60201345,0.603397594,1.95779079,3.339412229
1/22/2024,483.7250061,-0.128407323,-0.297119727,-0.472179397,-0.078111415,-0.15876443,-1.011788405,-0.554666713,-1.437900996,-0.352658668
1/23/2024,484.5700073,0.516223838,0.907933015,1.296895645,1.008740526,1.537167746,0.565655574,-0.176684325,1.932370347,1.29945658
1/24/2024,486.3399963,0.000317996,-0.226535238,-0.299685552,-0.549296892,-0.547083439,-0.629825294,0.573370052,-0.830171671,-0.880750191
1/25/2024,486.9400024,-0.319857213,-0.226047805,-0.534149147,-0.579920274,-0.846989401,-1.415772428,-1.816407028,-2.17797079,-0.556431671
1/26/2024,487.2900085,0.04413296,-0.364411764,-0.081225179,0.077849867,-0.908810967,-0.424113116,0.637787587,0.980944686,0.088763189
1/29/2024,490.7850037,0.492981338,1.106687755,1.643189479,2.089873287,2.063195075,2.093709381,2.420939264,3.200686806,2.774388345
1/30/2024,491.1900024,1.173671331,1.399866301,2.04265499,1.371675491,1.853524707,2.721669008,0.81280127,2.487771697,-0.113740576
1/31/2024,483.6099854,-0.631680931,-1.120537897,-1.391703287,-1.44158914,-1.647774313,-1.61136404,-1.924210064,-2.048522739,-2.360689969
2/1/2024,488.7600098,0.925393262,1.203290208,1.439119914,1.579613367,1.99487521,2.29802421,1.751596171,2.90242368,3.20597248
2/2/2024,495.125,0.602605674,1.058200483,1.344894238,1.696788347,1.931591398,2.167556874,2.584429267,2.956457224,2.597121229
2/5/2024,493.1300049,0.574743027,0.938267099,1.254048749,1.530228347,1.234682239,1.906882994,1.627604707,1.690610621,1.930225607
2/6/2024,493.0499878,0.732315046,1.156278776,1.125955211,1.126627144,1.44298991,2.188578736,2.626217682,1.782379288,1.086419109
2/7/2024,497.9400024,0.091390383,0.460839754,0.314417659,0.011070012,-0.240084933,0.712088255,1.329608302,0.485632111,-0.094790839
2/8/2024,498.3299866,0.7259307,0.820059696,0.8126166,0.949190861,0.667711123,2.039815029,1.465949615,1.712568402,2.349457729
2/9/2024,500.7900085,0.358714949,1.15481996,1.346571432,0.782565885,1.800079247,1.757876778,2.15090064,-0.10341783,2.016024884
2/12/2024,500.9899902,-0.828787833,-0.161080336,-1.067844854,-0.877256697,-0.515319407,-1.447069231,-1.451741552,0.817856699,1.053364626
2/13/2024,492.6000061,-0.413468964,-0.499868149,-0.387348277,-0.698874894,-0.564593212,-1.212195347,-1.437291662,0.318451545,-1.495175088
2/14/2024,498.0849915,1.013105361,1.455961198,1.782290857,1.990177273,2.43301555,2.78352258,2.834844132,2.793635545,2.265783454
2/15/2024,501.3210144,0.788350897,1.383175709,1.642326818,1.874196437,2.529404679,2.154402318,2.457430577,2.449719733,2.607643101
2/16/2024,499.5039978,-0.793093715,-1.138750954,-1.31767758,-1.189993214,-1.511604728,-1.477340232,-1.137611232,-1.6008754,-1.809622185
2/20/2024,495.8450012,-0.644968615,-0.47184322,-0.670144553,-0.739030299,-0.721645064,-1.158750776,-0.88752552,-1.541722438,0.821287841
2/21/2024,496.0700073,1.529268793,1.498962795,1.985511367,1.995142481,1.939605223,1.791401326,3.652835786,3.11019172,3.409547165
2/22/2024,507.8900146,0.466803549,0.787433062,1.189366811,1.38990844,1.644291542,2.112203194,2.546696015,2.112864259,3.059058377
2/23/2024,508.1099854,0.166575227,0.096700167,-0.588286642,0.276440165,0.809774757,-0.017604929,-0.248841435,-1.255219529,-2.156135189
2/26/2024,506.3420105,-0.433812631,0.444777132,-0.711416114,-0.798641629,-0.323847731,-0.500864443,2.266606492,3.214231437,-0.532122201
2/27/2024,506.7590027,0.431541184,0.688807852,0.935208729,1.069124536,1.403133726,1.102634902,0.922784391,0.842103566,0.552083108
2/28/2024,505.9100037,-0.501796295,-0.689779012,-0.752383347,-0.962524057,-0.504977761,-0.343501688,-0.624753992,-0.197043424,1.688190172
2/29/2024,508.4899902,0.727492579,0.981405038,1.4018709,1.603203346,1.760173902,2.688341121,2.534485378,2.534528789,2.809393385
3/1/2024,512.75,0.362789756,0.621273153,0.881790697,1.223020091,1.59279938,1.635958409,2.623258883,2.70178478,1.137499248
3/4/2024,512.9299927,-0.326403531,-0.400598198,-0.364655423,0.32658212,-0.189920859,0.154441816,0.846989475,1.52186289,-1.027802159
3/5/2024,505.6900024,-0.714811064,-0.727086595,-1.103770774,-0.860607442,-1.502341113,-1.912765003,-0.952030156,-2.008531714,-0.546950861
3/6/2024,509.5650024,-0.330924429,-0.876476326,-0.233283991,-0.509823935,0.499438484,-0.422903733,-1.303164897,-1.227264893,0.679687196
3/7/2024,515.3499756,1.06128188,1.474223576,1.562436047,2.136312358,2.230733396,2.004926343,2.131265007,2.744535501,3.158056781
3/8/2024,512.2750244,-0.276025529,-0.585205289,-0.89447481,-0.353715366,-1.353865856,-1.802608177,-2.700597824,-1.297573347,-2.31236632
3/11/2024,511.3250122,1.108391377,1.658860936,1.267057113,1.570176887,1.839162001,2.53557573,0.595094313,2.233941394,1.368844743
3/12/2024,516.7310181,0.451845977,0.989422025,0.948854635,0.93699369,1.438571026,1.934705675,1.688011772,2.339657881,0.82124255
3/13/2024,516.0700073,0.334216638,0.302624287,0.743875816,0.756237524,-0.008504772,-0.146214453,1.666870297,-0.258273965,0.708876321
3/14/2024,513.1500244,-0.269588719,-0.690222044,-1.847156799,-1.618882553,-1.904969591,-1.786199013,-1.510163582,-1.212761232,-2.4058224
3/15/2024,509.5,-0.3752332,-0.66585959,-1.124721679,-2.423965152,-1.400682025,-0.740317169,0.081385333,0.723708582,-0.681469198
3/18/2024,513.7880249,-0.770051217,-0.533859979,-0.930138463,-0.927712355,-1.482817742,0.042390188,-1.099487115,-1.518564746,-2.115749773
3/19/2024,514.9199829,0.41125511,1.161893982,0.945161347,-0.105594854,1.315993557,1.459374743,0.541206121,-0.085600185,1.56357422
3/20/2024,519.7600098,0.543830886,0.846088772,1.214110951,1.585589034,1.858509106,1.578764997,2.420289501,2.305560868,2.238869498
3/21/2024,522.7949829,-0.322196473,-0.599172566,-0.765395737,-0.354442664,-0.290810222,-0.866775711,-0.753571777,-0.435660216,-2.17691537
3/22/2024,521.8800049,-0.360901445,-0.426850577,-0.196327881,-0.556033684,-0.955483083,-0.666183324,-1.055981649,-1.02665877,-0.727592239
3/25/2024,520.5900269,0.125999769,-0.109536751,0.981720738,0.163073367,0.481293929,0.273002117,1.091604036,0.464768886,-0.117368314
3/26/2024,519.3499756,-0.320138442,-0.504452664,-0.669634883,-0.596852951,-1.008853628,-1.133460162,-1.40586923,-1.530686662,-0.829780493
3/27/2024,522.2750244,0.653052573,1.080664486,1.397018269,1.490761632,2.081554648,2.495670557,2.489491087,3.189346101,3.292961544
3/28/2024,523.960022,-0.048702417,0.100528693,0.560192308,0.085033303,1.262986436,0.405917353,0.728242244,-1.71905143,-0.712009884
4/1/2024,522.1599731,0.430635434,0.615321296,0.231606391,0.663199977,0.586007896,0.437494815,-0.938875907,-0.104597886,0.626181799
4/2/2024,518.7689819,0.618968406,0.929824247,0.522445348,1.823797174,1.82881414,1.633802046,1.261835193,0.758237962,0.612027552
4/3/2024,519.3400269,-0.084950407,-0.224235175,-0.078739796,0.308442265,0.802483537,0.705867743,1.84315513,-0.401369336,0.434967729
4/4/2024,513.210022,-0.620991783,-0.937568126,-1.2553932,-1.620249773,-1.673709296,-1.98646849,-1.998424636,-1.800706631,-1.200847482
4/5/2024,518.1900024,0.36167629,0.674891533,0.832010713,1.911125147,1.15410821,1.862579688,-0.675863131,2.661906863,3.142862283
4/8/2024,518.6329956,-0.568927437,-0.747352991,-0.704328554,-1.168096766,0.096353796,-1.362840914,-1.397992277,-1.209585302,-0.61140213
4/9/2024,517.9650269,-0.002849492,0.331066467,0.315104184,0.985141719,1.612404519,0.457815052,0.04525381,0.351097969,0.186647221
4/10/2024,514.585022,0.753020867,0.66603027,0.55021822,1.383168182,2.068911003,1.751528842,0.463403282,1.490934295,0.511739905
4/11/2024,519.1439819,0.789226757,1.297360739,1.747048278,1.889218783,2.148168538,2.330483311,2.12118234,3.444839488,3.923711407
4/12/2024,510.4700012,-0.50993206,-0.845593581,-0.941775781,0.472989178,-0.622828783,0.893159204,-1.465479822,-1.106854681,1.576633636
4/15/2024,504.3500061,-0.655818518,-1.157105312,-1.789324478,-1.565634353,-1.825691736,-2.13582732,-1.896987492,-2.552979441,-2.787962521
4/16/2024,504.4100037,0.355128935,0.034331834,-0.434574146,-1.332484403,-2.091588038,-0.77652273,1.106738763,0.117138972,2.38248451
4/17/2024,501.3299866,-0.216870155,-0.219870719,-0.504268916,-0.597033758,-0.347069346,0.109597988,-1.44461595,-3.178705375,-0.448979642
4/18/2024,500.1400146,0.178202099,0.131571678,0.190500804,-0.131771833,-0.168423079,-0.744542975,-0.464254546,-0.191901291,1.446484332
4/19/2024,494.0799866,-0.933188387,-1.281338439,-1.601401627,-1.79200337,-2.259958443,-3.278618639,-2.036995695,-1.837268443,-2.292639396
4/22/2024,499.7099915,-0.034038357,0.014477209,0.050981378,0.255502917,1.231961462,0.594316569,1.062049845,1.790400546,0.556399769
4/23/2024,505.5899963,0.61686964,1.311521729,1.59079314,1.914130299,1.197812801,2.218449546,3.50874157,2.316873002,2.351020728
4/24/2024,505.75,0.258621963,0.531977732,0.536494945,0.476187712,0.862481119,1.771755166,-0.502566097,2.195861474,2.54125294
4/25/2024,503.2200012,1.177001186,1.565939472,1.157743044,2.135627184,2.236759977,2.757545492,3.009324525,2.709081265,0.42912566
4/26/2024,508.4700012,0.073206116,0.106801352,1.033373533,-0.050545885,0.675949775,2.066041849,2.126430621,0.590298155,1.522580895
4/29/2024,509.0100098,0.192738736,0.2297691,0.206138687,-0.192361906,0.378839084,0.069223242,-0.040563849,-0.822243775,0.647932951
4/30/2024,504.5799866,-1.208861588,-1.551699025,-2.066471624,-1.978703937,-2.102351781,-1.834785656,-2.248830485,-1.706755601,-2.345946634
5/1/2024,503.1000061,0.35591706,0.594456265,0.881199436,1.845073962,1.273259207,0.26169376,1.713189418,1.202584864,2.589275669
5/2/2024,504.230011,1.047046141,1.219329572,1.593706438,2.34885276,2.363379642,1.776702847,2.70084203,2.027121765,3.074027319
5/3/2024,511.480011,0.465193991,0.863125904,1.154680805,1.130461418,1.61459727,1.732787459,2.251323945,2.137962981,0.837523258
5/6/2024,515.4550171,0.558611739,0.96694328,1.587075435,1.995184607,1.629801987,1.537100515,1.326418346,3.113970265,2.463953779
5/7/2024,517.026001,0.182860065,0.117216559,0.261380668,0.245412847,0.928216762,0.9802495,1.677037937,2.492251349,1.586979782
5/8/2024,517.4799805,0.605424805,0.613171234,0.994719955,0.996353228,1.071910237,2.218527228,2.309686057,-0.390124949,0.783856742
5/9/2024,519.7700195,0.340188343,0.449023124,0.932147437,0.472027746,0.447649203,1.918254224,0.55194666,2.568335095,1.00267141
5/10/2024,520.9400024,-0.224707158,-0.439295144,-0.426632725,-0.530846043,-0.62051514,0.265910289,0.257756502,-1.669322459,-0.3852264
5/13/2024,521.0100098,0.589011085,1.249139318,0.620094125,0.271952614,0.925291761,1.061158686,1.741995275,-0.036013546,2.617094503
5/14/2024,523.6119995,1.199035366,1.77776922,1.513020653,1.942733118,1.879868148,2.379573756,3.199927189,2.905154576,1.242081167
5/15/2024,529.3599854,0.638902014,0.828750359,1.136599275,1.471166772,1.817397933,-0.646489798,2.297282498,1.258573927,2.149963898
5/16/2024,529.0200195,-0.26801385,-0.527275749,-0.700605495,-0.846277852,-0.943476535,-0.567528948,0.440943771,-1.261018879,-1.543419268
5/17/2024,529.0100098,0.699217396,0.950999567,1.224920024,1.016485354,1.439430527,1.772529341,2.697289085,2.268978394,1.698841809
5/20/2024,530.0390015,0.196215568,0.01201044,0.14418044,1.390737464,0.355823112,-0.051351046,0.362648697,1.784227539,0.457378774
5/21/2024,531.039978,1.201330588,1.900417845,1.885732238,1.986592276,2.059070849,1.994981996,2.121645537,1.820214877,2.803241737
5/22/2024,528.6799927,-0.868611864,-1.073244767,-1.174949892,-0.591720945,-0.603044659,-0.702917574,-0.3155991,1.649596422,-2.209000075
5/23/2024,525.8599854,-0.415556525,-0.627700698,-0.54994561,-0.977600444,-0.909937212,-1.071277055,-0.777489481,-1.187302785,-1.60189223
5/24/2024,528.9299927,-0.406141107,-0.566892366,-0.527347686,-0.03303367,-0.020789575,-0.709013697,-1.822338694,-1.216148581,-0.536169982
5/28/2024,528.6149902,-0.285510212,-0.468845898,-0.651084826,-0.771929377,-0.85185424,-0.613826326,-0.763883849,-0.865800127,-0.750775575
5/29/2024,526.7709961,-0.037904424,-0.103314906,-0.032659598,-0.280974942,0.76954281,0.19512979,0.161299283,1.654690796,1.662945856
5/30/2024,522.5599976,-0.728782579,-1.082270929,-1.186718132,-1.577915776,-1.323867956,-1.454508406,-1.9577325,-1.726156678,-3.034297944
5/31/2024,523.8699951,0.548466419,0.92076602,1.017062092,0.986007334,1.423110436,1.782289414,2.275691071,0.790038274,3.196740049
6/3/2024,526.0449829,0.490956037,0.365824961,0.982027484,0.460836555,0.983911417,0.675394832,0.53738744,1.5261051,1.695349745
6/4/2024,528.1749878,0.858309821,1.432133772,1.902217372,1.883937741,1.570908794,2.434027091,3.149834096,3.934265705,4.214619193
6/5/2024,533.7180176,0.53825843,1.192095729,1.182702753,1.456267252,1.567072293,2.507434358,2.861133893,2.805525362,-1.079121479
6/6/2024,534.0700073,0.510062363,0.297791881,0.527018559,-0.037050004,1.273180281,-0.884501193,2.977735701,-1.202267748,-0.212792394
6/7/2024,534.59198,-0.252867336,-0.304514518,-0.859424538,0.243570687,-0.3503298,0.28862551,-1.500354949,-0.563976433,0.075355611
6/10/2024,534.7910156,0.182689066,0.380293321,0.464849481,0.519780186,0.36209667,2.045659694,0.841027266,0.066769166,1.221690489
6/11/2024,536.6450195,0.907053073,1.471122733,1.52085908,1.421440045,1.260411593,2.463081997,1.903869347,1.957251572,0.457768237
6/12/2024,540.5369873,-0.535826932,-0.142374126,-0.660172749,-0.595761357,-0.112098015,0.372027079,-1.055811272,-1.215453989,-2.293056326
6/13/2024,542.0510254,1.084019261,1.069252421,1.518144553,1.870880397,0.830131368,0.978631909,2.354366061,0.646160944,3.082365692
6/14/2024,541.9509888,-0.139817092,-0.208557376,0.39750008,0.584805654,0.265617251,0.157662171,-0.170649726,0.288086678,-0.078277786
6/17/2024,548.4769897,0.075148278,0.451960134,0.117688743,0.751426163,0.733776801,0.725446333,1.085471091,0.935712266,1.061203367
6/18/2024,547.4559937,0.309477385,0.554285813,0.101877069,1.021547165,0.347366162,1.832108008,1.259401656,1.939307592,-0.05470278
6/20/2024,546.3410034,0.29529759,-0.879352591,-0.961081821,-0.83967143,-0.715613687,-0.951530488,1.057404935,0.936536827,0.931644937
6/21/2024,544.9840088,-0.33997658,-0.316720907,-0.515499392,-0.345099007,-0.370024665,0.703243595,1.523959136,-0.683725297,-0.454947153
6/24/2024,543.6069946,-0.227498124,-0.468394832,-0.695129433,-0.997100474,-0.506321068,-0.848889244,-1.030710502,-0.569029411,-0.359574252
6/25/2024,544.8909912,0.084874569,0.23940255,1.003665655,0.759587231,-1.205876101,0.69375994,1.412305035,1.984071072,1.577706101
6/26/2024,544.6240234,0.323913537,0.598583311,0.395457146,0.855776884,1.381649986,2.389309687,2.051075106,2.110699334,2.201155388
6/27/2024,545.6300049,0.089116158,0.203048486,0.105940896,0.709666544,1.411602287,0.97037898,0.341089253,2.817404369,-0.469139711
6/28/2024,545.7559814,-0.668598141,-0.787797364,-0.676923874,-0.879646822,-0.518505352,-1.239206964,0.068724134,-0.75017502,-0.847256892
7/1/2024,544.0609741,0.714995538,0.705904225,1.030481518,0.938654284,0.960992672,1.198413581,2.568100752,0.467365432,0.268440763
7/2/2024,548.210022,0.465821516,1.179139678,1.481099594,1.265010717,1.775272964,1.920958226,2.63284467,2.977897626,2.967959364
7/3/2024,551.0880127,0.882545791,1.161823079,1.506768675,1.452785485,1.56171635,2.492646875,2.634964959,3.168915807,2.89408915
7/5/2024,554.4429932,0.605522656,0.815016902,0.901875159,1.424759083,1.789090601,2.50586166,2.295075225,2.854404631,3.03572464
7/8/2024,554.8699951,-0.567135148,-0.766040833,-1.043850402,-1.171000882,-0.369218384,-0.529039823,-1.136713917,-0.868939377,0.436016188
7/9/2024,556.026001,0.445900659,0.624124345,1.217972767,1.304935597,1.470484496,0.499571242,2.868152357,2.413778494,2.995281821
7/10/2024,560.1380005,1.25275366,1.600289251,1.95388029,2.113153739,2.051214938,2.54408561,2.94161543,3.445406789,3.876543668
7/11/2024,556.5209961,-0.1326981,-0.45659085,-0.544517533,-0.617982982,-0.403142641,-0.576700111,-0.788196625,-1.06012606,-0.916722359
7/12/2024,559.6710205,0.049741295,-0.096680133,0.031845279,0.229316509,0.180696386,-1.072086309,-0.036953346,0.173987699,0.012579468
7/15/2024,561.9099731,-1.069796574,-1.334451173,-1.138846641,-1.107877139,-0.272944627,-0.880352267,-1.412535557,-1.01207439,0.278146783
